State,APMC,Commodity,Min Price (Rs.),Modal Price (Rs.),Max Price (Rs.),Arrivals,Traded Quantity,Unit,Date,APMC_Selected,Commodity_Selected
HIMACHAL PRADESH,KANGRA,BANANA,"4,500","4,500","4,500",23,23,Qui,21-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,BOTTLE GOURD,"4,500","4,500","4,500",12,12,Qui,21-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,WATER MELON,"3,000","3,000","3,000",10,10,Qui,21-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,FRENCH BEAN,"4,500","4,500","4,500",9,9,Qui,21-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,MANGO,"7,000","7,000","7,000",8,8,Qui,21-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,MUSK MELON,"3,500","3,500","3,500",7,7,Qui,21-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,LADY FINGER,"4,500","4,500","4,500",7,7,Qui,21-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,APPLE,"12,000","12,000","12,000",6,6,Qui,21-04-2025,KANGRA,HIMACHAL PRADESH
HIMACHAL PRADESH,KANGRA,LEMON,"14,000","14,000","14,000",1,1,Qui,21-04-2025,KANGRA,HIMACHAL PRADESH
No record Found.,KANGRA JASSOUR,HIMACHAL PRADESH
No record Found.,KHARAPATHAR,HIMACHAL PRADESH
HIMACHAL PRADESH,MANDI,CAULIFLOWER,"1,200","1,500","1,500",10,10,Qui,21-04-2025,MANDI,HIMACHAL PRADESH
HIMACHAL PRADESH,MANDI,RADDISH,"1,200","1,200","1,500",4,4,Qui,21-04-2025,MANDI,HIMACHAL PRADESH
HIMACHAL PRADESH,MANDI,CABBAGE,800,800,800,4,4,Qui,21-04-2025,MANDI,HIMACHAL PRADESH
HIMACHAL PRADESH,MANDI,PEAS GREEN,"3,500","3,500","3,500",3,3,Qui,21-04-2025,MANDI,HIMACHAL PRADESH
HIMACHAL PRADESH,MANDI,CARROT,"1,500","1,500","1,500",2,2,Qui,21-04-2025,MANDI,HIMACHAL PRADESH
HIMACHAL PRADESH,MANDI,SPINACH (PALAK),"1,500","1,500","1,500",2,2,Qui,21-04-2025,MANDI,HIMACHAL PRADESH
No record Found.,MEHANDLI,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,TOMATO,"2,000","2,000","2,000",52,52,Qui,21-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,ONION,"2,000","2,000","2,000",50,50,Qui,21-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,POTATO,"1,100","1,100","1,100",30,30,Qui,21-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,BOTTLE GOURD,"2,200","2,200","2,200",16,16,Qui,21-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,WATER MELON,"2,000","2,000","2,000",16,16,Qui,21-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,MUSK MELON,"3,000","3,000","3,000",14,14,Qui,21-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,BRINJAL,"2,500","2,500","2,500",11,11,Qui,21-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PALAMPUR,BHINDI (LADIES FINGER),"4,800","4,800","4,800",7,7,Qui,21-04-2025,PALAMPUR,HIMACHAL PRADESH
HIMACHAL PRADESH,PAONTA SAHIB,GRAPES,"8,000","8,000","8,000",25,25,Qui,21-04-2025,PAONTA SAHIB,HIMACHAL PRADESH
No record Found.,PARALA,HIMACHAL PRADESH
No record Found.,PATIKUHAL,HIMACHAL PRADESH
No record Found.,ROHRU,HIMACHAL PRADESH
No record Found.,SANTOSHGARH,HIMACHAL PRADESH
No record Found.,SOLAN PARWANOO,HIMACHAL PRADESH
No record Found.,TAKOLI,HIMACHAL PRADESH
No record Found.,TAPRI,HIMACHAL PRADESH
HIMACHAL PRADESH,UNA,BOTTLE GOURD,"1,000","1,000","1,000",24,24,Qui,21-04-2025,UNA,HIMACHAL PRADESH
HIMACHAL PRADESH,UNA,TOMATO,"1,500","1,800","1,800",21,21,Qui,21-04-2025,UNA,HIMACHAL PRADESH
HIMACHAL PRADESH,UNA,POTATO,600,600,600,20,20,Qui,21-04-2025,UNA,HIMACHAL PRADESH
HIMACHAL PRADESH,UNA,CUCUMBER,"1,000","1,000","1,000",14,14,Qui,21-04-2025,UNA,HIMACHAL PRADESH
HIMACHAL PRADESH,UNA,PUMPKIN,800,800,"1,000",12,12,Qui,21-04-2025,UNA,HIMACHAL PRADESH
HIMACHAL PRADESH,UNA,CAULIFLOWER,"1,400","1,400","1,400",10,10,Qui,21-04-2025,UNA,HIMACHAL PRADESH
HIMACHAL PRADESH,UNA,PAPAYA,"4,500","4,500","4,500",6,6,Qui,21-04-2025,UNA,HIMACHAL PRADESH
HIMACHAL PRADESH,UNA,GRAPES,"7,000","7,000","7,000",3,3,Qui,21-04-2025,UNA,HIMACHAL PRADESH
HIMACHAL PRADESH,UNA,ORANGE,"7,000","7,000","7,000",3,3,Qui,21-04-2025,UNA,HIMACHAL PRADESH
HIMACHAL PRADESH,UNA,BITTER GOURD,"4,000","4,000","4,000",2,2,Qui,21-04-2025,UNA,HIMACHAL PRADESH
HIMACHAL PRADESH,UNA,BRINJAL,"1,800","1,800","1,800",2,2,Qui,21-04-2025,UNA,HIMACHAL PRADESH
No record Found.,SMY NERWA ,HIMACHAL PRADESH
No record Found.,SMY NADAUN ,HIMACHAL PRADESH
No record Found.,SMY KULLU,HIMACHAL PRADESH
No record Found.,SMY SHAAT,HIMACHAL PRADESH
No record Found.,SMY CHOURIBIHAL,HIMACHAL PRADESH
No record Found.,SMY WAKHNAGHAT,HIMACHAL PRADESH
No record Found.,SMY DHARAMPUR,HIMACHAL PRADESH
No record Found.,SMY NAGROTA BAGWAN,HIMACHAL PRADESH
No record Found.,SMY TAKARLA,HIMACHAL PRADESH
No record Found.,PMY NAHAN,HIMACHAL PRADESH
No record Found.,SMY RAJGARH,HIMACHAL PRADESH
No record Found.,PMY BILASPUR,HIMACHAL PRADESH
No record Found.,ANANTNAG,JAMMU AND KASHMIR
No record Found.,CHARARISHARIEF,JAMMU AND KASHMIR
No record Found.,HANDWARA,JAMMU AND KASHMIR
JAMMU AND KASHMIR,KATHUA,ONION,"1,650","1,650","1,650",12,12,Qui,21-04-2025,KATHUA,JAMMU AND KASHMIR
JAMMU AND KASHMIR,KATHUA,TOMATO,900,900,900,7,7,Qui,21-04-2025,KATHUA,JAMMU AND KASHMIR
JAMMU AND KASHMIR,KATHUA,PEAS GREEN,"2,250","2,250","2,250",6,6,Qui,21-04-2025,KATHUA,JAMMU AND KASHMIR
JAMMU AND KASHMIR,KATHUA,BITTER GOURD,"2,250","2,250","2,250",6,6,Qui,21-04-2025,KATHUA,JAMMU AND KASHMIR
JAMMU AND KASHMIR,KATHUA,BHINDI (LADIES FINGER),"3,250","3,250","3,250",6,6,Qui,21-04-2025,KATHUA,JAMMU AND KASHMIR
JAMMU AND KASHMIR,KATHUA,GARLIC,"5,500","5,500","5,500",6,6,Qui,21-04-2025,KATHUA,JAMMU AND KASHMIR
JAMMU AND KASHMIR,KATHUA,LEMON,"6,500","6,500","6,500",6,6,Qui,21-04-2025,KATHUA,JAMMU AND KASHMIR
JAMMU AND KASHMIR,KATHUA,BEANS -CLUSTER,"2,250","2,250","2,250",5,5,Qui,21-04-2025,KATHUA,JAMMU AND KASHMIR
No record Found.,KULGAM,JAMMU AND KASHMIR
No record Found.,NARWAL,JAMMU AND KASHMIR
No record Found.,PARIMPORA SGR,JAMMU AND KASHMIR
No record Found.,PULWAMA,JAMMU AND KASHMIR
No record Found.,SHOPIAN,JAMMU AND KASHMIR
No record Found.,SOPORE,JAMMU AND KASHMIR
No record Found.,UDHAMPUR,JAMMU AND KASHMIR
No record Found.,BOKARO,JHARKHAND
No record Found.,CHAIBASA,JHARKHAND
No record Found.,CHAKULIA,JHARKHAND
No record Found.,DALTENGANJ,JHARKHAND
No record Found.,DEOGHAR,JHARKHAND
No record Found.,DHANBAD,JHARKHAND
JHARKHAND,DUMKA,LADY FINGER,"3,150","3,150","3,150",9,9,Qui,21-04-2025,DUMKA,JHARKHAND
No record Found.,GARHWA,JHARKHAND
No record Found.,GRIDIH,JHARKHAND
No record Found.,GUMLA,JHARKHAND
No record Found.,HAZARIBAGH,JHARKHAND
No record Found.,JAMSHEDPUR,JHARKHAND
No record Found.,KODERMA,JHARKHAND
No record Found.,LOHARDAGA,JHARKHAND
No record Found.,PAKUR,JHARKHAND
No record Found.,PANDRA RANCHI,JHARKHAND
No record Found.,Ramgarh,JHARKHAND
No record Found.,SAHEBGANJ,JHARKHAND
No record Found.,SIMDEGA,JHARKHAND
KARNATAKA,APMC CHINCHOLI,TUR/ARHAR,"6,800","7,000","7,000",526,526,Qui,21-04-2025,APMC CHINCHOLI,KARNATAKA
KARNATAKA,APMC KALBURGI,TUR/ARHAR,"5,801","6,303","7,209","4,625","3,328",Qui,21-04-2025,APMC KALBURGI,KARNATAKA
KARNATAKA,APMC KALBURGI,CHANA (BENGAL GRAM),"5,609","5,789","5,789",399,99,Qui,21-04-2025,APMC KALBURGI,KARNATAKA
No record Found.,CHANNAGIRI ,KARNATAKA
No record Found.,APMC YARD SAUNDATTI,KARNATAKA
No record Found.,APMC TIPTUR,KARNATAKA
No record Found.,ARWM MUVATTUPUZHA,KERALA
No record Found.,ARWM NEDUMANGAD,KERALA
No record Found.,ARWM SULTAN BARTHERY,KERALA
No record Found.,AUWM ANAYARA,KERALA
No record Found.,AUWM MARADU,KERALA
No record Found.,AUWM VENGERI,KERALA
No record Found.,AGAR,MADHYA PRADESH
No record Found.,ALIRAJPUR,MADHYA PRADESH
No record Found.,AMARPATAN,MADHYA PRADESH
No record Found.,ANUPPUR,MADHYA PRADESH
No record Found.,ARON,MADHYA PRADESH
No record Found.,ASHOKNAGAR,MADHYA PRADESH
No record Found.,ASHTA,MADHYA PRADESH
No record Found.,BADA MALHERA,MADHYA PRADESH
No record Found.,BADARWAS,MADHYA PRADESH
No record Found.,BADNAGAR,MADHYA PRADESH
No record Found.,BADNAWAR,MADHYA PRADESH
No record Found.,BAIKUNTHPUR,MADHYA PRADESH
No record Found.,BALAGHAT,MADHYA PRADESH
No record Found.,BANKHEDI,MADHYA PRADESH
No record Found.,BARELI,MADHYA PRADESH
No record Found.,BARWANI,MADHYA PRADESH
No record Found.,BEOHARI,MADHYA PRADESH
MADHYA PRADESH,BERASIA,WHEAT,"2,020","2,040","5,600","4,738","2,783",Qui,21-04-2025,BERASIA,MADHYA PRADESH
MADHYA PRADESH,BERASIA,SOYABEANS,"3,025","4,375","4,400",141,183,Qui,21-04-2025,BERASIA,MADHYA PRADESH
MADHYA PRADESH,BERASIA,CHANA (BENGAL GRAM)-DESI,"4,030","4,030","5,730",59,52,Qui,21-04-2025,BERASIA,MADHYA PRADESH
MADHYA PRADESH,BERASIA,MUSTARD,"4,040","4,040","5,705",1,14,Qui,21-04-2025,BERASIA,MADHYA PRADESH
No record Found.,BETUL,MADHYA PRADESH
No record Found.,BHIND,MADHYA PRADESH
MADHYA PRADESH,BIAORA,WHEAT,"2,385","2,465","2,665","5,023","4,838",Qui,20-04-2025,BIAORA,MADHYA PRADESH
MADHYA PRADESH,BIAORA,SOYA-YELLOW,"4,055","4,210","4,300",469,469,Qui,20-04-2025,BIAORA,MADHYA PRADESH
MADHYA PRADESH,BIAORA,MUSTARD WHITE SEEDS,"5,720","5,720","5,720",60,60,Qui,20-04-2025,BIAORA,MADHYA PRADESH
MADHYA PRADESH,BIAORA,MASOOR,"5,605","5,995","5,995",50,50,Qui,20-04-2025,BIAORA,MADHYA PRADESH
MADHYA PRADESH,BIAORA,CHANA (BENGAL GRAM)-DESI,"5,460","5,460","5,460",25,25,Qui,20-04-2025,BIAORA,MADHYA PRADESH
MADHYA PRADESH,BINA,PEAS-DRY,"8,496","8,496","8,496",50,12,Qui,21-04-2025,BINA,MADHYA PRADESH
MADHYA PRADESH,BINA,MASOOR,"6,595","6,595","6,595",105,4,Qui,21-04-2025,BINA,MADHYA PRADESH
MADHYA PRADESH,BURHANPUR,MAIZE,"1,565","2,142","2,160",506,"1,115",Qui,21-04-2025,BURHANPUR,MADHYA PRADESH
MADHYA PRADESH,BURHANPUR,CHANA GRAM,"5,526","5,652","5,745",0,293,Qui,21-04-2025,BURHANPUR,MADHYA PRADESH
No record Found.,CHAKGHAT,MADHYA PRADESH
MADHYA PRADESH,CHAURAI,WHEAT,"2,474","2,525","2,560","1,317",875,Qui,20-04-2025,CHAURAI,MADHYA PRADESH
MADHYA PRADESH,CHAURAI,WHEAT,"2,498","2,556","2,570",799,624,Qui,21-04-2025,CHAURAI,MADHYA PRADESH
MADHYA PRADESH,CHAURAI,MAIZE-NEW,"2,200","2,260","2,260",110,110,Qui,20-04-2025,CHAURAI,MADHYA PRADESH
No record Found.,CHHAPARA,MADHYA PRADESH
No record Found.,CHHATARPUR,MADHYA PRADESH
MADHYA PRADESH,CHHINDWARA,WHEAT,"2,551","2,628","2,645","5,151","5,151",Qui,21-04-2025,CHHINDWARA,MADHYA PRADESH
MADHYA PRADESH,DABRA,CHANA BENGAL GRAM-DOLLAR,"5,810","5,840","5,840",125,125,Qui,21-04-2025,DABRA,MADHYA PRADESH
MADHYA PRADESH,DALAUDA,WHEAT,"2,301","2,440","2,450",200,149,Qui,21-04-2025,DALAUDA,MADHYA PRADESH
MADHYA PRADESH,DAMOH,CHANA (BENGAL GRAM),"5,425","5,545","5,655",0,412,Qui,21-04-2025,DAMOH,MADHYA PRADESH
No record Found.,DATIA,MADHYA PRADESH
No record Found.,DEORI,MADHYA PRADESH
MADHYA PRADESH,DEWAS,WHEAT,"2,413","2,700","3,101","1,004",993,Qui,21-04-2025,DEWAS,MADHYA PRADESH
MADHYA PRADESH,DEWAS,SOYABEANS,"3,950","4,200","4,529",921,888,Qui,21-04-2025,DEWAS,MADHYA PRADESH
No record Found.,DHAR,MADHYA PRADESH
No record Found.,GADARWARA,MADHYA PRADESH
No record Found.,GANJ BASODA,MADHYA PRADESH
No record Found.,GARHAKOTA,MADHYA PRADESH
No record Found.,GAUTAMPURA,MADHYA PRADESH
No record Found.,GOTEGAON,MADHYA PRADESH
MADHYA PRADESH,GUNA,WHEAT,"2,430","2,435","2,840",0,"1,244",Qui,20-04-2025,GUNA,MADHYA PRADESH
MADHYA PRADESH,GUNA,WHEAT,"2,350","2,385","2,740","2,415","1,226",Qui,21-04-2025,GUNA,MADHYA PRADESH
No record Found.,HANUMANA,MADHYA PRADESH
No record Found.,HARDA,MADHYA PRADESH
No record Found.,HARPALPUR,MADHYA PRADESH
No record Found.,HARSUD,MADHYA PRADESH
MADHYA PRADESH,INDORE,WHEAT,"2,121","2,540","2,900","1,272","2,530",Qui,21-04-2025,INDORE,MADHYA PRADESH
MADHYA PRADESH,INDORE,CHANA BENGAL GRAM-DOLLAR,"6,300","8,860","10,005","1,214","2,133",Qui,21-04-2025,INDORE,MADHYA PRADESH
MADHYA PRADESH,INDORE,MAIZE,"1,856","1,856","1,856",0,35,Qui,21-04-2025,INDORE,MADHYA PRADESH
MADHYA PRADESH,ITARSI,WHEAT,"2,210","2,501","2,540","4,852",455,Qui,21-04-2025,ITARSI,MADHYA PRADESH
MADHYA PRADESH,JABALPUR,TUR/ARHAR,"4,100","6,500","6,600",186,466,Qui,21-04-2025,JABALPUR,MADHYA PRADESH
MADHYA PRADESH,JABALPUR,MOONG WHOLE (GREEN GRAM),"3,601","6,100","7,575",528,196,Qui,21-04-2025,JABALPUR,MADHYA PRADESH
MADHYA PRADESH,JABALPUR,MASOOR,"5,200","5,710","6,050",205,125,Qui,21-04-2025,JABALPUR,MADHYA PRADESH
MADHYA PRADESH,JABALPUR,MAIZE,"1,650","2,140","2,140",0,90,Qui,21-04-2025,JABALPUR,MADHYA PRADESH
MADHYA PRADESH,JABALPUR,MUSTARD,"5,505","5,755","5,995",278,59,Qui,21-04-2025,JABALPUR,MADHYA PRADESH
No record Found.,JABERA,MADHYA PRADESH
MADHYA PRADESH,JAORA,CHANA (BENGAL GRAM)-DESI,"5,403","5,730","5,795",54,47,Qui,21-04-2025,JAORA,MADHYA PRADESH
No record Found.,JHABUA,MADHYA PRADESH
No record Found.,JOBAT,MADHYA PRADESH
No record Found.,KARERA,MADHYA PRADESH
MADHYA PRADESH,KAROND,WHEAT,"2,366","2,640","3,505","4,267","1,779",Qui,21-04-2025,KAROND,MADHYA PRADESH
MADHYA PRADESH,KAROND,SOYA-YELLOW,"3,810","4,281","4,282",343,204,Qui,21-04-2025,KAROND,MADHYA PRADESH
MADHYA PRADESH,KAROND,CHANA (BENGAL GRAM),"5,535","5,625","5,625",0,76,Qui,21-04-2025,KAROND,MADHYA PRADESH
MADHYA PRADESH,KAROND,CHANA,"5,550","5,600","5,700",204,69,Qui,21-04-2025,KAROND,MADHYA PRADESH
No record Found.,KASRAWAD,MADHYA PRADESH
No record Found.,KATANGI,MADHYA PRADESH
MADHYA PRADESH,KATNI,WHEAT,"2,375","2,487","2,513","1,076","1,076",Qui,21-04-2025,KATNI,MADHYA PRADESH
MADHYA PRADESH,KATNI,CHANA GRAM,"5,300","5,600","5,725",737,737,Qui,21-04-2025,KATNI,MADHYA PRADESH
No record Found.,KHANDWA,MADHYA PRADESH
MADHYA PRADESH,KHARGONE,MAIZE,"1,475","1,580","2,126","4,486","4,470",Qui,21-04-2025,KHARGONE,MADHYA PRADESH
MADHYA PRADESH,KHARGONE,WHEAT,"2,612","2,612","2,612",60,60,Qui,21-04-2025,KHARGONE,MADHYA PRADESH
No record Found.,KHATEGAON,MADHYA PRADESH
No record Found.,KHETIYA,MADHYA PRADESH
MADHYA PRADESH,KHIRKIYA,WHEAT,"2,477","2,502","2,594",0,727,Qui,21-04-2025,KHIRKIYA,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI PATAN,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-ANJAD,MADHYA PRADESH
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-BADWAHA,MAIZE,"1,580","2,050","2,050",318,318,Qui,21-04-2025,KRISHI UPAJ MANDI SAMITI-BADWAHA,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-BANAPURA,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-BHIKANGAON,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-DHAMNOD,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-GANDHWANI,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-KARELI,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-KARHI,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-KHURAI,MADHYA PRADESH
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-KOLARAS,WHEAT,"2,410","2,430","2,470","1,101","1,125",Qui,21-04-2025,KRISHI UPAJ MANDI SAMITI-KOLARAS,MADHYA PRADESH
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-KOLARAS,MUSTARD,"5,870","5,870","5,930",51,52,Qui,21-04-2025,KRISHI UPAJ MANDI SAMITI-KOLARAS,MADHYA PRADESH
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-KOLARAS,SOYABEANS,"4,235","4,235","4,235",32,38,Qui,21-04-2025,KRISHI UPAJ MANDI SAMITI-KOLARAS,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-KUKSHI,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-KUMBHRAJ,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-LASHKAR,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-NAGOD,MADHYA PRADESH
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-NASRULLAGANJ,MAIZE,"2,111","2,166","2,174","4,629","4,629",Qui,21-04-2025,KRISHI UPAJ MANDI SAMITI-NASRULLAGANJ,MADHYA PRADESH
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-NASRULLAGANJ,CHANA (BENGAL GRAM),"5,611","5,629","5,637","1,987","1,987",Qui,21-04-2025,KRISHI UPAJ MANDI SAMITI-NASRULLAGANJ,MADHYA PRADESH
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-NASRULLAGANJ,WHEAT,"2,611","2,624","2,632","1,685","1,685",Qui,21-04-2025,KRISHI UPAJ MANDI SAMITI-NASRULLAGANJ,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-PANDHURNA,MADHYA PRADESH
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-RAISEN,WHEAT,"2,500","2,595","2,667",926,926,Qui,21-04-2025,KRISHI UPAJ MANDI SAMITI-RAISEN,MADHYA PRADESH
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-RAISEN,PADDY LOCAL,"2,590","3,200","3,200",599,599,Qui,21-04-2025,KRISHI UPAJ MANDI SAMITI-RAISEN,MADHYA PRADESH
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-RAISEN,BENGAL GRAM LOCAL,"5,425","5,595","5,600",68,68,Qui,21-04-2025,KRISHI UPAJ MANDI SAMITI-RAISEN,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-SANAWAD,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-SAUNSAR,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-SHIVPURI,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-SINGRAULI,MADHYA PRADESH
No record Found.,KRISHI UPAJ MANDI SAMITI-UDAIPURA,MADHYA PRADESH
No record Found.,KURAWAR,MADHYA PRADESH
No record Found.,LAVKUSHNAGAR,MADHYA PRADESH
No record Found.,MAHIDPUR,MADHYA PRADESH
No record Found.,MAIHAR,MADHYA PRADESH
No record Found.,MANDLA,MADHYA PRADESH
MADHYA PRADESH,MANDSAUR,FENUGREEK (WHOLE),"4,105","4,255","5,611",400,449,Qui,21-04-2025,MANDSAUR,MADHYA PRADESH
MADHYA PRADESH,MANDSAUR,CORIANDER WHOLE,"3,110","5,245","42,520",85,88,Qui,21-04-2025,MANDSAUR,MADHYA PRADESH
MADHYA PRADESH,MHOW,WHEAT,"2,413","2,630","2,821","1,634","1,053",Qui,21-04-2025,MHOW,MADHYA PRADESH
MADHYA PRADESH,MORENA,WHEAT,"2,360","2,376","2,376",212,212,Qui,21-04-2025,MORENA,MADHYA PRADESH
No record Found.,MUNGAOLI,MADHYA PRADESH
No record Found.,NARSINGHGARH,MADHYA PRADESH
No record Found.,NEEMUCH,MADHYA PRADESH
No record Found.,NIWARI,MADHYA PRADESH
No record Found.,OBAIDULLAGANJ,MADHYA PRADESH
No record Found.,PACHORE,MADHYA PRADESH
No record Found.,PALARI,MADHYA PRADESH
No record Found.,PANNA,MADHYA PRADESH
No record Found.,PATHARIA,MADHYA PRADESH
No record Found.,PETLAWAD,MADHYA PRADESH
No record Found.,PIPALIYA,MADHYA PRADESH
MADHYA PRADESH,PIPARIYA,WHEAT,"2,430","2,485","2,514","1,095","1,011",Qui,21-04-2025,PIPARIYA,MADHYA PRADESH
MADHYA PRADESH,PIPARIYA,CHANA (BENGAL GRAM)-DESI,"5,381","5,561","5,900",680,421,Qui,21-04-2025,PIPARIYA,MADHYA PRADESH
MADHYA PRADESH,PIPARIYA,ARHAR WHOLE / TUR (RED GRAM),"6,170","7,480","7,520",176,201,Qui,21-04-2025,PIPARIYA,MADHYA PRADESH
MADHYA PRADESH,PIPARIYA,GREEN GRAM,"3,160","6,012","6,350",203,73,Qui,21-04-2025,PIPARIYA,MADHYA PRADESH
No record Found.,RAHATGARH,MADHYA PRADESH
No record Found.,RAJGARH,MADHYA PRADESH
No record Found.,RAJNAGAR,MADHYA PRADESH
MADHYA PRADESH,RATLAM,WHEAT,"2,430","2,761","3,045",423,423,Qui,21-04-2025,RATLAM,MADHYA PRADESH
MADHYA PRADESH,RATLAM,SOYA-YELLOW,"3,301","3,826","4,465",307,307,Qui,21-04-2025,RATLAM,MADHYA PRADESH
No record Found.,REHLI,MADHYA PRADESH
No record Found.,REWA,MADHYA PRADESH
No record Found.,SAGAR,MADHYA PRADESH
MADHYA PRADESH,SANWER,WHEAT,"2,460","2,538","2,650","1,415","1,440",Qui,21-04-2025,SANWER,MADHYA PRADESH
MADHYA PRADESH,SANWER,SOYA-YELLOW,"4,214","4,214","4,431",256,266,Qui,21-04-2025,SANWER,MADHYA PRADESH
No record Found.,SATNA,MADHYA PRADESH
No record Found.,SEGAON,MADHYA PRADESH
No record Found.,SEHORA,MADHYA PRADESH
MADHYA PRADESH,SEHORE,WHEAT,"2,385","3,225","3,317","1,073",335,Qui,21-04-2025,SEHORE,MADHYA PRADESH
No record Found.,SEMRI HARCHAND,MADHYA PRADESH
MADHYA PRADESH,SENDHWA,MAIZE YELLOW,"1,895","2,030","2,100",471,471,Qui,21-04-2025,SENDHWA,MADHYA PRADESH
No record Found.,SEONI,MADHYA PRADESH
No record Found.,SHAHDOL,MADHYA PRADESH
No record Found.,SHAHPURA BHITONI,MADHYA PRADESH
MADHYA PRADESH,SHAJAPUR,WHEAT,"2,338","2,500","5,671",763,"2,664",Qui,21-04-2025,SHAJAPUR,MADHYA PRADESH
MADHYA PRADESH,SHAJAPUR,SOYABEANS,"3,700","4,275","4,441",378,"1,073",Qui,21-04-2025,SHAJAPUR,MADHYA PRADESH
MADHYA PRADESH,SHAJAPUR,MUSTARD,"5,675","5,675","5,675",0,17,Qui,21-04-2025,SHAJAPUR,MADHYA PRADESH
No record Found.,SHEOPURKALAN,MADHYA PRADESH
No record Found.,SHUJALPUR,MADHYA PRADESH
No record Found.,SIDHI,MADHYA PRADESH
No record Found.,SILWANI,MADHYA PRADESH
No record Found.,SIRALI,MADHYA PRADESH
No record Found.,SIRONJ,MADHYA PRADESH
No record Found.,SONKATCH,MADHYA PRADESH
No record Found.,THANDLA,MADHYA PRADESH
MADHYA PRADESH,TIKAMGARH,WHEAT,"2,415","2,430","2,451","1,320","4,786",Qui,21-04-2025,TIKAMGARH,MADHYA PRADESH
MADHYA PRADESH,TIMARNI,MAIZE,"1,800","2,129","2,139","2,014","1,861",Qui,21-04-2025,TIMARNI,MADHYA PRADESH
MADHYA PRADESH,TIMARNI,WHEAT,"2,455","2,550","2,557",505,502,Qui,21-04-2025,TIMARNI,MADHYA PRADESH
No record Found.,UJJAIN,MADHYA PRADESH
No record Found.,UMARIA,MADHYA PRADESH
MADHYA PRADESH,VIDISHA,WHEAT,"2,350","2,700","4,301","5,015","5,015",Qui,21-04-2025,VIDISHA,MADHYA PRADESH
MADHYA PRADESH,VIDISHA,CHANA (BENGAL GRAM)-DESI,"5,300","5,400","5,760",901,901,Qui,21-04-2025,VIDISHA,MADHYA PRADESH
MADHYA PRADESH,VIDISHA,SOYA-YELLOW,"3,795","4,207","4,500",324,324,Qui,21-04-2025,VIDISHA,MADHYA PRADESH
MADHYA PRADESH,VIDISHA,PADDY,"2,395","2,395","3,281",258,258,Qui,21-04-2025,VIDISHA,MADHYA PRADESH
